price,artist,title,image,source
1530.9310892394865,Paul Seignac,Drying off by the fire,6147.jpg,bidtoart
15309.310892394864,Hermann David Salomon Corrodi,"Going to market, Naples",6148.jpg,bidtoart
2165.063509461097,Antonio Ermolao Paoletti,Lady and Gallant by a fireside,6149.jpg,bidtoart
1530.9310892394865,Henri Gervex,The lamentation,6150.jpg,bidtoart
3061.8621784789734,Alphonse Xavier Monchablon,A social call,6151.jpg,bidtoart
2165.063509461097,Mathieu Ignace Van Bree,'Etude pour le tableau des Atheniens',6152.jpg,bidtoart
3061.8621784789734,Antonio Gargiullo,The love letter,6153.jpg,bidtoart
1530.9310892394865,Acquerello Alberto Rosati,The shawl seller,6154.jpg,bidtoart
1530.9310892394865,Narcisse Berchère,A street in Jerusalem,6155.jpg,bidtoart
1530.9310892394865,Suzanne Eisendieck,'On the river',6156.jpg,bidtoart
3061.8621784789734,Cecilio Pla Y Gallardo,"Federico, study of a small boy",6157.jpg,bidtoart
3061.8621784789734,Baron Pierre Paulus De Châtelet,Bords de la Sambre au coucher de soleil,6158.jpg,bidtoart
4841.229182759272,Simon Francois Stanislas Mondzain,"A hillside village, the sea beyond",6159.jpg,bidtoart
1530.9310892394865,Roger Chapelain Midy,Un vase de fleurs,6160.jpg,bidtoart
2165.063509461097,André Lhote,Vue d'une église,6161.jpg,bidtoart
3697.5498644372597,Raoul Dufy,Saint-Paul-de-Vence et le viaduc,6162.jpg,bidtoart
3061.8621784789734,Raoul Dufy,Bord de mer,6163.jpg,bidtoart
7395.09972887452,Raoul Dufy,Baigneuse,6164.jpg,bidtoart
3061.8621784789734,Raoul Dufy,Les cavaliers,6165.jpg,bidtoart
10458.250331675945,Marie Laurencin,Au bal à la porte Saint Martin,6166.jpg,bidtoart
3061.8621784789734,Jules Emile Elisée Maclet,Vue d'un parc de propriete dans le Midi,6167.jpg,bidtoart
2165.063509461097,Jules Emile Elisée Maclet,"Vue de Monmartre, La Tour du Philosophe et Le Moulin de la Galette",6168.jpg,bidtoart
3061.8621784789734,Jules PACSIN,Tête de femme,6169.jpg,bidtoart
3697.5498644372597,Paul Émile Pissarro,Rivière en la forêt,6170.jpg,bidtoart
7395.09972887452,Antoine Blanchard,Scène de rue en printemps,6171.jpg,bidtoart
3697.5498644372597,Robert Marc,Composition Ovale,6172.jpg,bidtoart
30618.621784789735,Pippo Rizzo,Giocoliere,6173.jpg,bidtoart
15309.310892394864,Giulio D’anna,Paesaggio simultaneo + aerei Caproni,6174.jpg,bidtoart
2165.063509461097,Carlos Nadal,Marché du Bruxelles,6175.jpg,bidtoart
12247.448713915895,Max Ernst,Surimpression des lithos: No SL 135 XXXV + 135 XXXIII,6176.jpg,bidtoart
18371.17307087385,Roberto Gaetano Crippa,Untitled,6177.jpg,bidtoart
3061.8621784789734,Ernst Ludwig Kirchner,Mann am Tisch,6178.jpg,bidtoart
21650.63509461097,José maría Cano,Gary Tanaka,6179.jpg,bidtoart
30618.621784789735,Dan Rees,DR/P 2546/U Shaker Peg Painting,6180.jpg,bidtoart
21650.63509461097,Yves Klein,Table IKB,6181.jpg,bidtoart
14696.93845669908,Louis Valtat,Bouquet de muguet,6182.jpg,bidtoart
24494.897427831787,Louis Valtat,La Sologne,6183.jpg,bidtoart
69282.03230275512,Maximilien Luce,Notre Dame de Paris,6184.jpg,bidtoart
591607.9783099616,Alfred Sisley,Péniches sur le Loing,6185.jpg,bidtoart
59160.79783099616,Armand GUILLAUMIN,Verger à la lisiere d'un bois à Saint-Cheron,6186.jpg,bidtoart
692820.3230275513,Camille Pissarro,Paysage d'Hiver (recto),6187.jpg,bidtoart
59160.79783099616,Louis Valtat,Barques au bois de Boulogne,6188.jpg,bidtoart
24494.897427831787,André Dunoyer de Segonzac,Oeillets et fruits,6189.jpg,bidtoart
148660.68747318513,Maurice Utrillo,Moulin de la Galette,6190.jpg,bidtoart
17320.508075688776,Georges Rouault,Les singes,6191.jpg,bidtoart
419523.5392680609,Pablo Ruiz Picasso,Tête d'homme et tête de femme,6192.jpg,bidtoart
173205.08075688776,Max Ernst,Oiseau,6193.jpg,bidtoart
59160.79783099616,AndrÃ© Masson,Soleil levant au dessus d'un torrent,6194.jpg,bidtoart
69282.03230275512,Salvador Dalí,Portrait de Saint François d'Assise,6195.jpg,bidtoart
7937.253933193776,Francoise Gilot,L'huilier espagnol,6196.jpg,bidtoart
122474.48713915893,Georges Rouault,Christ en croix,6197.jpg,bidtoart
97979.58971132718,Bernard Buffet,Nature morte aux vases de Moustiers,6198.jpg,bidtoart
69282.03230275512,Jean Pierre CASSIGNEUL,Le Collier de Perles,6199.jpg,bidtoart
97979.58971132718,Jean Metzinger,Baigneuses,6200.jpg,bidtoart
21213.20343559643,Blanche Hoschede Monet,Le lac,6201.jpg,bidtoart
69282.03230275512,Maximilien Luce,"Bessy-sur-Cure, les lavandieres au bord de l'eau",6202.jpg,bidtoart
69282.03230275512,Max Liebermann,"Holländerin, stehend in den Dünen nach links",6203.jpg,bidtoart
59160.79783099616,Eugène Boudin,Anvers. Trois-mats à quai,6204.jpg,bidtoart
5916.079783099616,Maximilien Luce,Vue de Paramé,6205.jpg,bidtoart
3872.9833462074175,Maximilien Luce,Bords de la Bresle,6206.jpg,bidtoart
69282.03230275512,Maurice de Vlaminck,Route de Beauce,6207.jpg,bidtoart
9797.958971132717,Pierre Eugène Montézin,Scène de forêt,6208.jpg,bidtoart
6928.203230275512,Charles LAPICQUE,Ezéchiel Mesure le Temple,6209.jpg,bidtoart
29580.398915498077,Louis Valtat,Bouquet au vase de Crystal,6210.jpg,bidtoart
14696.93845669908,Gustave Camille Gaston Cariot,"Paysage, brume matinale",6211.jpg,bidtoart
6928.203230275512,Francisco Zuniga,Mujer sentada,6212.jpg,bidtoart
38729.83346207417,Manuel Cabré,En la rute de Guatire (la silla desde la Urbina),6213.jpg,bidtoart
9797.958971132717,Pedro Álvarez,Galaxia - No.5,6214.jpg,bidtoart
6928.203230275512,Salvador Corratgé,Sin título,6215.jpg,bidtoart
3061.8621784789734,Georges William Thornley,"Sunrise, the Lower Thames",6216.jpg,bidtoart
1837.117307087383,Georges William Thornley,'Sunrise. The Thames Near Erith',6217.jpg,bidtoart
1530.9310892394865,Georges William Thornley,Hulks on the Medway,6218.jpg,bidtoart
3061.8621784789734,Francis Holman (after),A British naval frigate on approach to Greenwich,6219.jpg,bidtoart
1224.7448713915896,Edward Duncan,Coastal shipping scene,6220.jpg,bidtoart
1224.7448713915896,RICHARD HENRY NIBBS,A quiet harbour scene,6221.jpg,bidtoart
1224.7448713915896,Alfred Herbert,The rescue,6222.jpg,bidtoart
30618.621784789735,Charles Napier Hemy,'The Fisherman's Sweetheart',6223.jpg,bidtoart
12247.448713915895,Charles Martin Powell,A convoy in distress off the North African coast,6224.jpg,bidtoart
7395.09972887452,RICHARD HENRY NIBBS,"Hulks at rest, sunrise",6225.jpg,bidtoart
3061.8621784789734,John Moore Of Ipswich (attributed To),"A break in the clouds, with mixed merchant vessels in coastal waters",6226.jpg,bidtoart
3061.8621784789734,William Howard Yorke,"The British barquentine Ellen Lloyd under full sail, outward bound for Venezuela and passing the Skerries lighthouse",6227.jpg,bidtoart
1530.9310892394865,Edwin Hayes,"Tarifa, coast of Spain",6228.jpg,bidtoart
1224.7448713915896,THOMAS BUSH HARDY,In choppy waters,6229.jpg,bidtoart
3697.5498644372597,Charles Brooking,"The wreck of the Nuestra Senora off Beachy Head, November 1746",6230.jpg,bidtoart
1530.9310892394865,Thomas Buttersworth,The rescue,6231.jpg,bidtoart
1530.9310892394865,Thomas Whitcombe (attributed To),"Squadron of the fleet off a rocky coast, possibly Flamborough head",6232.jpg,bidtoart
1224.7448713915896,Charles Martin Powell (after),A Dutch merchant vessel with a British naval ship in coastal waters,6233.jpg,bidtoart
6123.724356957948,Thomas Luny (attributed To),A naval schooner with other shipping off Dover,6234.jpg,bidtoart
3061.8621784789734,Thomas Harrison Hair,"The brigantine Mary off Tynemouth, with a paddle tug and other shipping",6235.jpg,bidtoart
2165.063509461097,Joseph Walter (after),The mouth of the Avon,6236.jpg,bidtoart
1837.117307087383,William Eric Thorpe,The Leading Lady,6237.jpg,bidtoart
3061.8621784789734,Arthur Hayward,St Ives Harbour,6238.jpg,bidtoart
739.509972887452,Charles William Wyllie,Leaving the shore,6239.jpg,bidtoart
2165.063509461097,Kenneth Denton Shoesmith,A four masted barque in choppy waters,6240.jpg,bidtoart
7905.69415042095,John Scott,A merchant barque off the Northeast coast,6241.jpg,bidtoart
5916.079783099616,Charles Désiré Hue,La lettre d'amour,6242.jpg,bidtoart
12247.448713915892,Delphin Enjolras,In the reading room,6243.jpg,bidtoart
48989.79485566358,Émile Munier,Her best friend,6244.jpg,bidtoart
5916.079783099616,Frans Mortelmans,Nature morte à la citrouille,6245.jpg,bidtoart
3872.9833462074175,Berthe Lock,Partiture and,6246.jpg,bidtoart
4898.979485566359,Pierre Desire Eugene Franc Lamy,A chestnut hunter,6247.jpg,bidtoart
12247.448713915892,Felix Francois Georges Philibert Ziem,A canal in Venice,6248.jpg,bidtoart
6928.203230275512,Maximilien Luce,Ouvriers chargeant une péniche,6249.jpg,bidtoart
4898.979485566359,Luis Graner Y Arrufi,La Niña con farolillo (A Girl with a lantern),6250.jpg,bidtoart
97979.58971132718,Raimondo Madrazo Y Garreta,La pintora en su estudio,6251.jpg,bidtoart
9797.958971132717,Eugen Von Renazzi,The engagement toast,6252.jpg,bidtoart
12247.448713915892,Luis Ricardo Faléro,The Tempest,6253.jpg,bidtoart
59160.79783099616,Andrea Marchisio,La danza di Salome,6254.jpg,bidtoart
24494.897427831787,Frederick Arthur Bridgman,After the bath,6255.jpg,bidtoart
12247.448713915892,Maurice Bompard,The guard,6256.jpg,bidtoart
3872.9833462074175,Jean Paul Laurens,A Moorish guard,6257.jpg,bidtoart
4898.979485566359,Giulio Rosati,The gossips,6258.jpg,bidtoart
4898.979485566359,Giulio Rosati,A hard bargain,6259.jpg,bidtoart
4898.979485566359,Giulio Rosati,Selling the gown,6260.jpg,bidtoart
7937.253933193776,Edmund Adler,Her favorite,6261.jpg,bidtoart
14696.93845669908,Oscar Bluhm,Under the pergola,6262.jpg,bidtoart
9797.958971132717,Albert Von Keller,Vanity,6263.jpg,bidtoart
48989.79485566358,Frederik Hendrik Kaemmerer,The promenade,6264.jpg,bidtoart
4898.979485566359,Elise Guillermin,Nature morte aux oranges,6265.jpg,bidtoart
17320.508075688776,Andreas Schelfhout,Hunters in a wooded landscape,6266.jpg,bidtoart
14696.93845669908,Eugene Verboekhoven,Cattle at rest in a meadow,6267.jpg,bidtoart
14696.93845669908,Willem Koekkoek,A winter's day,6268.jpg,bidtoart
9797.958971132717,Frits Thaulow,A French village,6269.jpg,bidtoart
12247.448713915892,Hans Am Ende,Flusslandschaft,6270.jpg,bidtoart
3872.9833462074175,Richard Falkenberg,A shepherdess in a tranquil meadow,6271.jpg,bidtoart
24494.897427831787,Ferencz (franz) Paczka,The dinner party,6272.jpg,bidtoart
29580.398915498077,Sophie (mrs Walter) Anderson,At the well,6273.jpg,bidtoart
7937.253933193776,William Russell Flint,Three damsels,6274.jpg,bidtoart
4898.979485566359,Jennie Augusta Brownscombe,A walk in the woods,6275.jpg,bidtoart
6928.203230275512,Benjamin Cam Norton,"The Rowley Mile, Newmarket",6276.jpg,bidtoart
12247.448713915892,Charles Napier Hemy,"Gate House, Putney Bridge, The Thames, London",6277.jpg,bidtoart
17320.508075688776,Thomas Henwood,A huntsman with greyhounds,6278.jpg,bidtoart
24494.897427831787,August Schleich,The curious encounter (A leopard and a tortoise),6279.jpg,bidtoart
1224.7448713915892,Edouard Henri Leon Cortès,"Le quai du Louvre, crépuscule",6280.jpg,bidtoart
1224.7448713915896,Charles Neale,"'En plein air, fields near Donnington'",6281.jpg,bidtoart
1224.7448713915896,Matthew Lindop,Times Square,6282.jpg,bidtoart
3061.8621784789734,JACOB GILDOR,"Scene de Cafe, Paris",6283.jpg,bidtoart
1224.7448713915896,Adrian Paul Allinson,Beach Scene,6284.jpg,bidtoart
4841.229182759272,Micao Kono,Les deux amies,6285.jpg,bidtoart
866.025403784439,Charles Mccall,At the Dressing Table,6286.jpg,bidtoart
8660.25403784439,Jason Benjamin,'We Hope You Can (Carcour)',6287.jpg,bidtoart
8660.25403784439,Jason Benjamin,'It's Crazy What You Could Have Had',6288.jpg,bidtoart
4841.229182759272,Aydemir Saidov,Reclining nude,6289.jpg,bidtoart
2420.6145913796354,Grigory Gluckmann,'They are off',6290.jpg,bidtoart
5916.079783099616,Aldro Thompson Hibbard,Carmel Coast,6291.jpg,bidtoart
3872.9833462074175,William Posey Silva,"Night, Point Lobos",6292.jpg,bidtoart
3872.9833462074175,William Ritschel,Katwijk Beach,6293.jpg,bidtoart
17320.508075688776,William Wendt,On the Brow of Laudamus Hill,6294.jpg,bidtoart
48989.79485566358,Joseph Raphael,Summer Linkebeek,6295.jpg,bidtoart
122474.48713915893,Edgar Payne,Footbridge below Snowcapped Peaks,6296.jpg,bidtoart
24494.897427831787,Joe Duncan Gleason,"The Beautiful Bay of Avalon (The Giddings House and Avalon, Catalina Island)",6297.jpg,bidtoart
48989.79485566358,William Wendt,A California landscape,6298.jpg,bidtoart
38729.83346207417,William Wendt,Lake in the Hills,6299.jpg,bidtoart
4898.979485566359,Kenneth Newell Avery,The Japanese robe,6300.jpg,bidtoart
4898.979485566359,Kenneth Newell Avery,The Japanese robe,6301.jpg,bidtoart
43874.82193696062,Maurice Braun,Cottages in a Clearing,6302.jpg,bidtoart
4898.979485566359,Paul Grimm,Redwoods,6303.jpg,bidtoart
2449.489742783179,Jade Fon Woo,Monterey Coast,6304.jpg,bidtoart
59160.79783099616,Olaf Wieghorst,Bareback Bronc Rider,6305.jpg,bidtoart
6928.203230275512,Olaf Wieghorst,Ghost Town (Calico),6306.jpg,bidtoart
12247.448713915892,Newbold Hough Trotter,Army Mules Crossing the Mountains,6307.jpg,bidtoart
2828.4271247461907,Dan Bodelson,"Hollyhocks, Tierra Amarilla, New Mexico",6308.jpg,bidtoart
5916.079783099616,Joe Neil Beeler,Hungry Hunters,6309.jpg,bidtoart
8366.600265340756,Jim Morgan,Lady of the Sage,6310.jpg,bidtoart
12247.448713915895,Quentin Massys (after),Pietà,6311.jpg,bidtoart
6123.724356957948,Orazio Borgianni (after),Saint Gregory the Great,6312.jpg,bidtoart
3061.8621784789734,Pieter Jacobsz Van Laer (after),Peasants in a landscape,6313.jpg,bidtoart
3061.8621784789734,Philips Wouwerman (after),Figures merrymaking in a landscape,6314.jpg,bidtoart
4841.229182759272,Anthony van Dyck (after),"rtrait of King Charles I, bust-length, in black",6315.jpg,bidtoart
6123.724356957948,Balthazar Denner (attributed To),An elderly lady playing the hurdy-gurdy with a young boy playing a flute,6316.jpg,bidtoart
4841.229182759272,Jan Frans Van Bloemen (after),An Italianate landscape with shepherds resting with their flocks by a stream,6317.jpg,bidtoart
6123.724356957948,Hendrick Van Balen (after),Cimon and Iphigenia,6318.jpg,bidtoart
2165.063509461097,Jacob (rosa Di Napoli) Roos (attributed To),Sheep with a dog; and Two goats (2),6319.jpg,bidtoart
3061.8621784789734,Maria Spilsbury,Portrait of four children in a landscape,6320.jpg,bidtoart
3061.8621784789734,George Morland,In Full Cry,6321.jpg,bidtoart
2165.063509461097,Johann Franz Von Der Schlichten (attributed To),unknown,6322.jpg,bidtoart
4841.229182759272,Jean baptiste Deshays De Colleville (after),The Presentation of Christ in the Temple,6323.jpg,bidtoart
3061.8621784789734,Theobald Michau (after),"Peasants outside an inn, before a river; and Peasants resting in a landscape (2)",6324.jpg,bidtoart
12247.448713915895,Jan Asselijn,"An Italianate landscape with a shepherd before classical ruins, possibly the Baths of Diocletian",6325.jpg,bidtoart
7395.09972887452,Tiziano Vecellio (after),The Madonna and Child in a landscape,6326.jpg,bidtoart
4841.229182759272,Cornelis Gerritsz Decker,A river landscape with a fisherman before a cottage,6327.jpg,bidtoart
4841.229182759272,Peter Paul Rubens (after),"Leopards with a satyr, nymph and putti",6328.jpg,bidtoart
3061.8621784789734,Hendrik De Meyer (after),Soldiers on horseback on a beach,6329.jpg,bidtoart
3061.8621784789734,Davide Loreti,"Portrait of Francesco Agostino della Chiesa, Bishop of Vigevano (born 1717), bust-length, holding a letter",6330.jpg,bidtoart
6123.724356957948,Pietro Antonio Rotari (after),"Portrait of a lady, half-length, in a white dress with a red wrap",6331.jpg,bidtoart
4841.229182759272,Antonio Carnéo (attributed To),"A philosopher, identified as Empedecles in a carved and gilt wood frame",6332.jpg,bidtoart
6123.724356957948,Mather Brown (attributed To),"Portrait of Lieutenant-General Richard England, half-length, in military uniform",6333.jpg,bidtoart
3061.8621784789734,Federico Zuccaro (after),Saint Frances of Rome with her guardian angel,6334.jpg,bidtoart
2165.063509461097,Jan Van Noordt (after),The Crucifixion,6335.jpg,bidtoart
8660.25403784439,Anthonie De Lorme (attributed To),Elegant figures in a church interior,6336.jpg,bidtoart
3061.8621784789734,Hendrick Heerschop (after),An alchemist,6337.jpg,bidtoart
3061.8621784789734,Francesco Albani (after),Putti with an urn filled with flowers before an extensive landscape,6338.jpg,bidtoart
4960.783708246109,Paolo Anesi (after),A river landscape with travellers before a fortified village,6339.jpg,bidtoart
8660.25403784439,Hendrik Van Balen (after),The Banquet of Achelous,6340.jpg,bidtoart
3061.8621784789734,William Tomkins (after),A parliament of owls in a nest,6341.jpg,bidtoart
3061.8621784789734,George Morland,"Dick Farebrothers, huntsman",6342.jpg,bidtoart
4841.229182759272,Vincenzo Campi (after),A boy with a basket of poultry,6343.jpg,bidtoart
6123.724356957948,Nicolo Bambini (after),Rebecca and Eliezer at the well,6344.jpg,bidtoart
3061.8621784789734,Giovanni Battista Crosato (after),An Allegory of Peace and Justice,6345.jpg,bidtoart
6123.724356957948,Antonio Pietro Zucchi,"Bacchus and Ariadne, within a feigned octagon",6346.jpg,bidtoart
7395.09972887452,David Teniers (after),A concert of cats with monkeys and an owl,6347.jpg,bidtoart
3061.8621784789734,Abraham Diepenbeeck (also Diepenbeck) (after),Abraham with three angels,6348.jpg,bidtoart
4841.229182759272,David Teniers (after),Tobias and the Angel,6349.jpg,bidtoart
3061.8621784789734,Marten Van Cleve (after),A peasant woman with a spindle,6350.jpg,bidtoart
8660.25403784439,Joos van Cleve (after),Saint Jerome,6351.jpg,bidtoart
4841.229182759272,Juan Carreno De Miranda,The Vision of a Bishop Saint,6352.jpg,bidtoart
4841.229182759272,Giovanni Battista Lama (Attributed to),The Baptism of Christ,6353.jpg,bidtoart
21650.63509461097,Giulio Raibolini,The Holy Family with Saint Catherine of Alexandria,6354.jpg,bidtoart
8660.25403784439,Giorgio Vasari (after),The Holy Family with the Infant Saint John the Baptist and Saint Elizabeth,6355.jpg,bidtoart
4841.229182759272,Dirck Hals (after),A merry company smoking and drinking in an interior,6356.jpg,bidtoart
6123.724356957948,Gerard Hoet (the Younger),Elegant company smoking and drinking outside an inn,6357.jpg,bidtoart
3061.8621784789734,Dirck Van Baburen (after),Saint Jerome reading,6358.jpg,bidtoart
7395.09972887452,Jan Van Bijlert,A lamplighter holding a torch,6359.jpg,bidtoart
4841.229182759272,Hendrick Van Steenwyck (after),The Last Supper,6360.jpg,bidtoart
3061.8621784789734,Adriaen de Grijef (Gryef) (after),Hunting dogs with game in a landscape,6361.jpg,bidtoart
2651.6504294495544,Jan Steen (after),The Cat's Medicine,6362.jpg,bidtoart
3061.8621784789734,Michelangelo Cerquozzi (after),A sleeping woman with a dog at her feet,6363.jpg,bidtoart
8660.25403784439,Juan De Arellano (after),An Allegory of Touch,6364.jpg,bidtoart
3061.8621784789734,Pietro Vannucci (after),A cupid with two doves,6365.jpg,bidtoart
3061.8621784789734,Jean Antoine Watteau (after),Le Concert,6366.jpg,bidtoart
6123.724356957948,Jean Francois Millet (attributed To),Christ and the Canaanite Woman,6367.jpg,bidtoart
8660.25403784439,Nicolas Poussin (after),The Finding of Moses,6368.jpg,bidtoart
12247.448713915895,Anthony van Dyck (after),"Portrait of two children, traditionally identified as the future King Charles II (1630-1685) and Mary, Princess Royal and Prince",6369.jpg,bidtoart
12247.448713915895,Franz De Paula Ferg,A busy village scene,6370.jpg,bidtoart
4841.229182759272,Daniel Gardner (after),"Portrait of a gentleman, three-quarter-length, in a blue coat and a buff waistcoat",6371.jpg,bidtoart
3061.8621784789734,Pier Leone Ghezzi (after),A cleric and other figures in an interior,6372.jpg,bidtoart
4841.229182759272,Nicolaes Pietersz Berchem,Peasants milking goats at dusk,6373.jpg,bidtoart
4841.229182759272,Giovanni Francesco Barbieri Guercino (after),The Rest on the Flight into Egypt,6374.jpg,bidtoart
8660.25403784439,Giambattista Pittoni (after),The Sacrifice of Polyxenia,6375.jpg,bidtoart
6123.724356957948,Jacob Philippe Hackert (after),The return of the fleet from Algeria to the Bay of Naples,6376.jpg,bidtoart
6123.724356957948,JACOB DE WITT (attributed to),Two putti,6377.jpg,bidtoart
3061.8621784789734,Giovanni Battista CIPRIANI,Flora,6378.jpg,bidtoart
1530.9310892394865,Giovanna Garzoni (after),Figs on a table-top with a butterfly and bee,6379.jpg,bidtoart
1530.9310892394865,Thomas Rowlandson,The Fishing Party,6380.jpg,bidtoart
3061.8621784789734,Peter De Wint,Windsor and Eton,6381.jpg,bidtoart
18371.17307087385,Adolph Stephan Fried Jentsch,Farm Okapinje,6382.jpg,bidtoart
4841.229182759272,John Koenakeefe Mohl,Pienaars River,6383.jpg,bidtoart
20916.500663351893,Maurice Charles Louis Van Essche,Still life,6384.jpg,bidtoart
6123.724356957948,Jean Max Friedrich Welz,Still life of fruit,6385.jpg,bidtoart
4841.229182759272,Cecil Higgs,Still life with fruit and a shell,6386.jpg,bidtoart
6123.724356957948,Gregoire Johannes Boonzaier,Cubist still life with jug,6387.jpg,bidtoart
7395.09972887452,Gregoire Johannes Boonzaier,Self-portrait,6388.jpg,bidtoart
4841.229182759272,George Mnyalaza Milwa Pemba,Portrait of Mrs May Murray Parker,6389.jpg,bidtoart
10458.250331675945,Maurice Charles Louis Van Essche,"Camp Scene, Congo",6390.jpg,bidtoart
12247.448713915895,Gregoire Johannes Boonzaier,Wellington landscape (recto),6391.jpg,bidtoart
30618.621784789735,Jacob Hendrik Pierneef,Boland Farm,6392.jpg,bidtoart
6123.724356957948,Gregoire Johannes Boonzaier,"Drie Eikebome, Suurbraak. K.P.",6393.jpg,bidtoart
6123.724356957948,Bettie Cilliers Barnard,Abstract with figures,6394.jpg,bidtoart
4841.229182759272,Marjorie Wallace,Carnival,6395.jpg,bidtoart
79056.94150420949,Irma Stern,A Spanish coastal town,6396.jpg,bidtoart
9185.586535436914,Christo Coetzee,Still life of a fish,6397.jpg,bidtoart
4841.229182759272,Terence John Mccaw,Still life of lilies and gladioli,6398.jpg,bidtoart
4841.229182759272,Gerard Sekoto,The bicycle,6399.jpg,bidtoart
21650.63509461097,Norman Clive Catherine,Untitled,6400.jpg,bidtoart
4841.229182759272,Paul Du Toit,Sunbathers,6401.jpg,bidtoart
6123.724356957948,Lionel Smit,No.2 (from the Day Series),6402.jpg,bidtoart
73950.9972887452,Key Hiraga,Girl Embracing a Butterfly,6403.jpg,bidtoart
18371.17307087385,Marlene Dumas,"No sense of perspective, never had",6404.jpg,bidtoart
12247.448713915895,Petr Nikolaevich Gruzinsky,Hunting scene,6405.jpg,bidtoart
11180.33988749895,Konstantin Egorovich Makovsky,Portrait of a young woman,6406.jpg,bidtoart
30618.621784789735,Gavril Pavlovich Kondratenko,Landscape with a boat,6407.jpg,bidtoart
4841.229182759272,Hugo Ungewitter,The tiger,6408.jpg,bidtoart
2165.063509461097,Paul Mak,Mullah,6409.jpg,bidtoart
15309.310892394864,Alexei Isupov,Picnic,6410.jpg,bidtoart
15309.310892394864,Petr Fedorovich Sokolov,Portrait of Count Edmond Hahn,6411.jpg,bidtoart
61237.24356957948,Valentin Aleksandrovich Serov,Portrait of an old woman in kerchief,6412.jpg,bidtoart
122474.48713915897,Isaak Levitan,Snow-covered meadow,6413.jpg,bidtoart
7905.69415042095,Dmitrii Semenovich Stelletsky,Oprichnik,6414.jpg,bidtoart
3061.8621784789734,Alexandre Nicolaievitch Benois,"Costume design for a Young Merchant, for unidentified 1936 production",6415.jpg,bidtoart
8660.25403784439,Konstantin Andreevich Somov,Marquise,6416.jpg,bidtoart
43301.27018922195,Leon Bakst,"Venice, Lido beach",6417.jpg,bidtoart
4841.229182759272,Nikolai Konstantinovich Roerich,"Costume design for 'Le Sacre du Printemps,'",6418.jpg,bidtoart
153093.10892394866,Zinaida Evgenievna Serebriakova,Self-portrait with brushes,6419.jpg,bidtoart
419262.7457812106,Leon Shulman Gaspard,Siberian Sleighriders,6420.jpg,bidtoart
11180.33988749895,Alexei Isupov,Feeding the horses,6421.jpg,bidtoart
11180.33988749895,Alexei Isupov,Changing the wheel,6422.jpg,bidtoart
61237.24356957948,Konstantin Ivanovich Gorbatoff,Naples,6423.jpg,bidtoart
15309.310892394864,Aleksei Vladimirovich Isupov,Dancing women,6424.jpg,bidtoart
8660.25403784439,Boris Dmitrievich Grigoriev,Study of a nude,6425.jpg,bidtoart
13693.063937629158,Ivan Kazakov,Portrait of a girl,6426.jpg,bidtoart
3535.5339059327384,Alexandre Nicolaievitch Benois,Double sided costume design for unidentified production,6427.jpg,bidtoart
59292.70612815712,Vladimir Weisberg,Still life with spheres,6428.jpg,bidtoart
7395.09972887452,Simon Kozhin,Apple tree blossom in Kolomenskoye,6429.jpg,bidtoart
5590.169943749474,Sergei Evgenievich Volkov,'Work/Salary' ('Rabota/Zarplata'),6430.jpg,bidtoart
5590.169943749474,Sergei Evgenievich Volkov,Untitled,6431.jpg,bidtoart
30618.621784789735,Keith Vaughan,Grey Shore with Boat,6432.jpg,bidtoart
12247.448713915895,John Tunnard,Cirrus,6433.jpg,bidtoart
21650.63509461097,Graham Sutherland,Dying Swan,6434.jpg,bidtoart
48412.291827592715,John Piper,Harlaxton Manor II,6435.jpg,bidtoart
30618.621784789735,Tristram Hillier,Fishing Craft at Peniche,6436.jpg,bidtoart
48412.291827592715,Algernon Newton,St Paul's Rising out of the Fog,6437.jpg,bidtoart
21650.63509461097,Stanley Spencer,"Hilda, Stanley and Child",6438.jpg,bidtoart
15309.310892394864,Gerald Leslie Brockhurst,Young lady wearing a hat,6439.jpg,bidtoart
36975.498644372594,David Jagger,The Silk Scarf,6440.jpg,bidtoart
36975.498644372594,Paul Henry,The Bog Road,6441.jpg,bidtoart
86602.5403784439,Paul Henry,"Achill Cottage, Lough Corrib",6442.jpg,bidtoart
15309.310892394864,Matthew Arnold Bracy Smith,Tiger Lillies and Roses,6443.jpg,bidtoart
153093.10892394866,Peter Lanyon,Field Landing,6444.jpg,bidtoart
10458.250331675945,Adrian Heath,"Chittoe, No.2",6445.jpg,bidtoart
15309.310892394864,Adrian Heath,Dalau,6446.jpg,bidtoart
10458.250331675945,Alan Davie,"Magic Lamp, No.24",6447.jpg,bidtoart
21650.63509461097,Alan Davie,Phantom In The Room No.9,6448.jpg,bidtoart
15309.310892394864,Alan Davie,For The Soul Of A Bird No.13,6449.jpg,bidtoart
15309.310892394864,Alan Davie,Eggs of the Magic Serpent No. 1,6450.jpg,bidtoart
73950.9972887452,Craigie Aitchison,Indian Crucifixion,6451.jpg,bidtoart
15309.310892394864,DAVID HOCKNEY,Two masks for Stravinsky's 'Le Rossignol' Opera,6452.jpg,bidtoart
3845.152792802909,Jens JUEL Funen,Portrait d'homme au bonnet,6453.jpg,bidtoart
2482.035455024766,Frederik Christian Jakobsen Kiaerskou,Vue du manoir de Brosko,6454.jpg,bidtoart
3039.860194153672,Johan Ludvig Gebhard Lund,La Vierge à l'Enfant avec saint Jean-Baptiste,6455.jpg,bidtoart
